date, time, show, episode, synopsis
20220629, 00:18, Miraculous, Les aventures de Ladybug et Chat Noir, Poupéflekta, Alors que Marinette organise un défilé de mode avec ses amis, elle se retrouve à jouer les modèles avec Adrien ! Pour mieux mettre en valeur les créations de Marinette, ils enlèvent leurs Miraculous et les laissent à l’arrière d’une voiture faisant office de loge. Déçue de n’avoir pas su exprimer son désir de faire le mannequin pour le défilé, Juleka redevient Réflekta. Et quand Marinette et Adrien voient la super-vilaine arriver avec son sentimonstre, ils découvrent qu’il ne s’agit pas d’une akumatisée comme les autres et comprennent que Papillon a reçu l’aide d’un allié spécial.
20220629, 00:40, Phinéas et Ferb, Cherche momie désespérément, Phinéas et Ferb visitent un cinéma égyptien et décident qu'ils veulent avoir leur propre momie. Ils se mettent à la recherche du monstre dans les coulisses du cinéma.
20220629, 00:51, Alex & Co, Épisode 18, Les Alex & co et les Lindas poursuivent leur petit bonhomme de chemin entre le lycée et The Talent ! Une équipe de tournage vient filmer les Lindas sans que les Alex & co soient prévenus... mais le présentateur en profite pour les interviewer eux aussi ! Nicole suit son premier cours de cuisine avec David mais ce n'est pas une très grande réussite...
20220629, 01:15, Alex & Co, Épisode 19, Les participants de l'émission The Talent chantent pour la première fois devant un jury impitoyable. Les Alex & Co et les Lindas se qualifient pour la prochaine étape. Victoria complote avec un des juges pour faire gagner sa fille. Christian donne rendez-vous de manière anonyme à Emma.
20220629, 01:59, Alex & Co, Épisode 20, Les Alex & co essayent de rester en lice mais les Lindas sortent les griffes ! Linda essaye aussi de jeter Barto dans les bras d'Emma, juste pour embêter Christian. Elle imagine toutes sortes de subterfuges pour les séparer ! Pendant ce temps, Rebecca et Sam apprennent à se connaître...
20220629, 02:00, Sadie Sparks, Super Teepee / Du flair pour les galères, Un jour, dans la cafétéria, Sadie aperçoit Sam qui trébuche avec son plateau-repas. Par réflexe, la jeune fille lance un sort pour lui éviter de tomber. Pour éviter que toute l'école n'apprenne l'existence des pouvoirs de Sadie, Teepee dit qu'il est devenu un super héros. / Mordecai décide de faire passer un test aux deux apprentis sorciers et échange leur mentor : Gilbert doit s'occuper de Blaine et Cornelius de Sadie.
20220629, 02:22, Sadie Sparks, Magie contre Aliens / Un Max de blé, Un matin, une rumeur circule à propos d'une soucoupe volante qui se serait écrasée dans la forêt d'Harmony. Sadie sait que sa mère est en ce moment à la recherche d'un scoop pour son travail, alors elle lui relaie l'info. Mais il s'agit en fait du sauna de Vincent! / Embarrassée par les inventions foireuses de Max (notamment son drone sac à dos), Sadie lui suggère plutôt de commencer par quelque chose de plus simple. Elle lui propose alors de monter un stand de chocolat chaud. Ça au moins, ça ne peut pas rater. Quoi que...
20220629, 02:44, Sadie Sparks, Une appli de folie / La malédiction des secrets, Sadie prépare une petite fête chez elle, mais elle a peur que ses invités s'ennuient. Elle décide d'utiliser la nouvelle application Toady Booster sur son téléphone pour l'aider à organiser la fête. Plus tard, Sadie lance un sort à « Toady » pour lui donner un peu plus de liberté créative. / Sadie surprend Max qui fouine dans sa chambre et elle le jette dehors. Le lendemain, les élèves du collège de Harmony sont changés en pierre par une étrange silhouette sombre et les Anciens accusent Sadie d'avoir utilisé de la magie noire.
20220629, 03:06, Miraculous, Les aventures de Ladybug et Chat Noir, Le Bulleur, Nino n’a pas réussi à convaincre le père d’Adrien d’organiser une fête pour son ami. Déçu, il est akumatisé par Le Papillon. Devenu Le Bulleur, et armé de son épée à bulles magiques, il se débarrasse des adultes, ces empêcheurs de s’amuser, en les emprisonnant dans des bulles qu’il envoie ensuite dans le ciel. Ladybug doit affronter seule le Bulleur car Chat Noir n'est pas là... Adrien s’étant laissé convaincre de profiter de la fête organisée par le Bulleur en l’absence de son père.
20220629, 03:28, Miraculous, Les aventures de Ladybug et Chat Noir, L’imposteur, Catastrophe ! Marinette a laissé par erreur un message sur le répondeur d’Adrien dans lequel elle lui avoue ses sentiments. Il faut absolument qu’elle retrouve le téléphone d’Adrien avant lui pour effacer le message compromettant.Prise dans sa course contre la montre, elle ne peut pas assister à l’inauguration d’une statue de Ladybug et Chat Noir créée par Théo Camiel. Chat Noir profite de son absence pour faire croire à Théo, amoureux de notre héroïne, qu’il y a plus que de l’amitié entre Ladybug et lui. Déçu et jaloux, Théo est akumatisé par Le Papillon.
20220629, 03:50, Miraculous, Les aventures de Ladybug et Chat Noir, Chronogirl, Les camarades de classe d’Alix cassent, sans le faire exprès, une montre d’une valeur inestimable offerte par son père. Furieuse, elle est akumatisée par Le Papillon et devient Timebreaker. Armée de ses rollers, elle compte utiliser l’énergie de ses camarades en les faisant disparaître pour pouvoir remonter dans le temps et sauver sa montre. En essayant de l’arrêter, Ladybug retourne dans le passé avec elle.Aidée de Chat Noir et de son double du passé, elle doit neutraliser Timebreaker. Mais la tâche n’est pas aisée, car Timebreaker s’est elle aussi dédoublée !
20220629, 04:12, Miraculous, Les aventures de Ladybug et Chat Noir, Le Pharaon, A cause d’une maladresse de Ladybug, Alya est persuadée que cette dernière est une collégienne. Pour empêcher Alya de découvrir son secret et suivant les conseils de Tikki, Marinette entraîne alors sa meilleure amie au musée, sans savoir elle-même pourquoi.Mais sur place, le grand frère d’Alix, Jalil, un jeune égyptologue, est akumatisé par Le Papillon et devient Pharaon, un super vilain doté des pouvoirs des dieux de l’Egypte ancienne. Il compte sacrifier Alya lors d’un rituel afin de ressusciter son amour perdu, une antique princesse égyptienne !
20220629, 04:34, Miraculous, Les aventures de Ladybug et Chat Noir, M. Pigeon, M. Ramier aime nourrir les pigeons, mais les gardiens de parc le lui interdisent et le bannissent. Akumatisé en M. Pigeon et aidé par ses amis à plumes, il veut faire de la capitale un véritable royaume pour pigeons. Il enlève donc tous les gardiens de square, leurs ennemis jurés, et la ville se retrouve envahie par les pigeons.Ladybug et Chat Noir doivent se débarrasser de cet emplumé, mais les allergies de Chat Noir ne sont pas pour leur faciliter la tâche.
20220629, 04:55, Miraculous, Les aventures de Ladybug et Chat Noir, Lady Wifi, Alors que Marinette, débordée par sa double vie, manque une nouvelle fois les cours au collège, sa meilleure amie Alya pense avoir découvert que Chloé est celle qui se cache sous le masque de Ladybug. Ne supportant pas qu’Alya fouine dans ses affaires, Chloé se débrouille pour la faire renvoyer du collège.Révoltée par cette injustice, Alya se fait akumatiser par Le Papillon. Devenue Lady Wifi et armée de son téléphone portable, elle compte bien se venger de Chloé en la dénonçant pour faire triompher la vérité.
20220629, 05:17, Miraculous, Les aventures de Ladybug et Chat Noir, Le Dessinateur, Chloé se moque de Nathanaël, un camarade de classe amoureux de Marinette. Blessé, il est akumatisé par Le Papillon. Devenu Le Dessinateur, et armé de son carnet de croquis et de son crayon, il n’hésite pas à effacer tous les obstacles qui se dressent sur son chemin pour se venger de cette peste de Chloé et la rayer de sa vie. Ladybug ne peut pas se transformer, car seule Marinette a le pouvoir d’apaiser le Dessinateur. Chat Noir devra donc l’affronter seul, guidé à distance par notre super héroïne.
20220629, 05:39, 101, rue des Dalmatiens, Londres, nous avons un problème : 1e partie et 2e partie, Hunter et Dylan deviennent amis après avoir découvert leur passion commune pour les activités spatiales.
20220629, 06:01, Mickey Mouse (Courts-métrages), Concours canin, Mickey et Pluto veulent participer à un concours canin pour un orphelinat. Mais c'est sans compter sur Dingo qui vient gâcher leur entrainement. Mickey a alors une brillante idée : remplacer Pluto par Dingo ! Mais est-ce que cela fonctionnera t'il ?
20220629, 06:05, Miraculous, Les aventures de Ladybug et Chat Noir, Climatika 2, Alors que Marinette et Adrien discutent avec leurs kwamis respectifs et se rendent compte de combien leurs vies ont changé depuis qu’ils sont devenus Ladybug et Chat Noir, Aurore Boréale est à nouveau akumatisée après une méchante réflexion de Chloé. Devenue Climatika 2, elle veut prouver sa puissance en plongeant la Terre dans un hiver perpétuel. Pour l’arrêter, Ladybug et Chat Noir devront faire preuve de sang-froid !
20220629, 06:27, Miraculous, Les aventures de Ladybug et Chat Noir, Poupéflekta, Alors que Marinette organise un défilé de mode avec ses amis, elle se retrouve à jouer les modèles avec Adrien ! Pour mieux mettre en valeur les créations de Marinette, ils enlèvent leurs Miraculous et les laissent à l’arrière d’une voiture faisant office de loge. Déçue de n’avoir pas su exprimer son désir de faire le mannequin pour le défilé, Juleka redevient Réflekta. Et quand Marinette et Adrien voient la super-vilaine arriver avec son sentimonstre, ils découvrent qu’il ne s’agit pas d’une akumatisée comme les autres et comprennent que Papillon a reçu l’aide d’un allié spécial.
20220629, 06:50, Moi, Elvis Reboldi, Moi, Elvis, fils de modèle, Irlanda a une méchante grippe qu'elle cache à Léonidas, pour qu'il puisse partir l'esprit serein au grand congrès de pâtisserie qu'il attend depuis des mois. Elvis s'improvise infirmier et maître de maison, mais forcément les catastrophes s'enchaînent. Léonidas devra-t-il rentrer en urgence où Elvis arrivera-t-il à gérer la situation ? 
20220629, 07:01, Moi, Elvis Reboldi, Moi, Elvis, et la babysitter, La baby-sitter qui garde Elvis pour la soirée, accepte de lui confier comment être un ado cool, s'il invite trois autres ados chez lui. Mais les nouveaux arrivants se révèlent de vraies têtes de nœuds finalement indésirables. Il y a des versions d'ado qui craignent grave, comment s'en débarrasser maintenant ?
20220629, 07:12, Moi, Elvis Reboldi, Moi, Elvis, et l'assurance Elvis, Pinkerton fait fortune en proposant aux habitants d'Icaria une « assurance anti-Elvis ». Mais Elvis réagit en confectionnant une bulle géante dans laquelle il s'installe pour éviter de créer des catastrophes. Cette bulle est-elle assez épaisse ? 
20220629, 07:24, Moi, Elvis Reboldi, Moi, Elvis, et Noël, Le soir de Noël, Elvis se lance dans la narration de plusieurs contes relatant les mésaventures de certains habitants d'Icaria. Ces contes sont-ils inventés ou inspirés de faits réels ?
20220629, 07:35, Hôtel Transylvanie - La Série, Pleure, je t'en prie !, Tous les monstres adorent les bébés qui pleurent !    
20220629, 07:46, Hôtel Transylvanie - La Série, Un sort incertain, Quelqu'un a fait une razzia dans le coffre-fort à biscuits de Quasimodo.    
20220629, 08:00, Hôtel Transylvanie - La Série, Hôtel Franksylvanie, Fangs for the Memories: With Chupacabra on its way, all vampires must hibernate for 24 hours.
20220629, 08:11, Hôtel Transylvanie - La Série, Trous de mémoire, Sleepers Creepers: Mavis erases all of Jett Black's memories.
20220629, 08:23, Baymax et les Nouveaux Héros, Big Hero 6 The Series S3 Splits, THiro switches Baymax and Mini-Max’s chips so that Baymax, using Mini-Max’s body, can fit inside a tiny space and offer Mochi medical assistance.
20220629, 08:34, Baymax et les Nouveaux Héros, Big Hero 6 The Series S3 Splits, The team is n trouble, Baymax, Mini-Max and Noodle Burger Boy work together to save the day.
20220629, 08:48, Baymax et les Nouveaux Héros, Ville de monstres, 2e partie, Les Nouveaux Héros continuent de combattre les monstres qui ont envahi la ville alors que l'histoire de Liv prend un tournant inattendu.
20220629, 09:10, Phinéas et Ferb, Le détecteur de vérité, Irving veut convaincre son grand frère Albert de l’existence de Phinéas et Ferb mais quand il arrive chez eux, il ne trouve que Buford et Baljeet. A sa demande, ils vont se déguiser en Phinéas et Ferb pour tenter d’abuser Albert...
20220629, 09:21, Phinéas et Ferb, Commando Démasquage, Candice entraîne ses copines Stacy et Jenny à une opération commando de démasquage pour pouvoir enfin confondre Phinéas et Ferb qui ont entrepris de jouer aux auto-tamponneuses dans le jardin...
20220629, 09:35, Phinéas et Ferb, Le Géant-inateur, Le nouveau copain de Ferb, Steve le caméléon, s’est enfui après avoir reçu un rayon du géant-inateur de Doofensmirtz, qui lui a donné la taille d’un dinosaure...
20220629, 09:47, Phinéas et Ferb, Le rodéo de robots, Phinéas et Ferb organisent un rodéo de robots dans le jardin. Candice doit prouver sa maturité à la mère de Stacy pour aller au concert des Petits Cowboys avec son amie...
20220629, 10:00, Phinéas et Ferb, L’art de diriger, Candice suit un cours sur « l’art de diriger », qui lui donne de nouvelles idées pour piéger ses frères. Pendant ce temps, Phinéas et Ferb fabriquent un véhicule tout-terrain...
20220629, 10:12, Phinéas et Ferb, La face cachée de la lune, Phinéas et Ferb construisent la plus haute tour du monde. Candice est décidée à les piéger. Elle trouve de l’aide auprès de son nouveau chevalier servant : Albert...
20220629, 10:25, La loi de Milo Murphy, Un Vrai Murphy, Le père et le grand-père de Milo l'emmènent en forêt afin qu'il accomplisse le traditionnel rite de passage familial qui fera de lui un vrai Murphy.
20220629, 10:36, La loi de Milo Murphy, Chute libre, Melissa, Zack et Milo dérivent dans les airs après un problème technique dans un simulateur de chute libre.
20220629, 10:48, La loi de Milo Murphy, Le monde de Milo, Melissa, Zack et leurs amis donnent chacun leur avis sur ce à quoi ressemblerait la vie dans le monde de Milo.
20220629, 10:59, La loi de Milo Murphy, Le Robot-marmite, La mère de Milo a cuisiné un goulash pour un concours culinaire mais, loi de Murphy oblige, il atterrit dans l'atelier de Doofenshmirtz et fusionne avec les inators. Il en résulte un robot à tête de marmite qui sauvera un jour l'humanité.
20220629, 11:12, La loi de Milo Murphy, Le Chien qui en Savait Trop, L'agent P a pour mission de dérober une clé usb à des agents ennemis. La clé est dissimulée dans un cookie et Le Chien qui passait par là, l'avale tout rond. Doofenshmirtz fabrique un robot pour gérer le linge sale.
20220629, 11:23, Hôtel Transylvanie - La Série, Baguette tragique, Mavis' lost magic wand falls into the wrong hands and Hotel Transylvania gets trapped inside a snow globe. Mavis finally gets a word in the Vamptionary!
20220629, 11:35, Hôtel Transylvanie - La Série, Les maux des mots, Mavis' lost magic wand falls into the wrong hands and Hotel Transylvania gets trapped inside a snow globe. Mavis finally gets a word in the Vamptionary!
20220629, 11:48, Hôtel Transylvanie - La Série, Chanson à dormir debout, Lydia cherche une nouvelle ambiance musicale insipide pour l'ascenseur de l'hôtel et Mavis a trouvé exactement ce qu'il faut: un air folklorique chanté par un Donald Quatre-quarts somnambule.
20220629, 11:59, Hôtel Transylvanie - La Série, Bosse culinaire, En perçant le secret d'une recette flambée de Quasimodo, Mavis et ses amis découvrent un autre secret tout à fait stupéfiant: le chef cuisinier de l'hôtel se cache depuis cinquante ans!
20220629, 12:13, Les Green à Big City, Problème de voiture, Bill échange sa vieille voiture contre un modèle high-tech qui n'est pas à la hauteur de ses espérances.
20220629, 12:24, Les Green à Big City, Légende urbaine, Grand-mère fait croire aux voisins qu'elle est une sorcière et Bill organise un barbecue.
20220629, 12:35, Les Green à Big City, La fontaine à vœux, Cricket escroque Tilly avec une fontaine à vœux et a un cas de conscience, il doit faire un choix.
20220629, 12:46, Les Green à Big City, Ascenseur en panne, Gloria est coincée dans un ascenseur avec la famille Green.
20220629, 12:59, Les Green à Big City, Mauvaise influence, Remy se fait avoir par un influenceur qui fait le buzz sur les réseaux sociaux et Tilly poste des vidéos avec Bill.
20220629, 13:11, Souvenirs de Gravity Falls, Tout sur le Tapis, La cohabitation entre Mabel et Dipper se passait bien mais Dipper ne supporte plus les copines de sa sœur et leurs bruyantes « soirées pyjamas ».
20220629, 13:34, Souvenirs de Gravity Falls, Un petit groin de paradis, Mabel charge son oncle Stan de surveiller son petit cochon « Dandinou » pendant qu'elle s'absente. Bien entendu, oncle Stan relâche sa surveillance et l'animal est enlevé par un mystérieux ptérodactyle.
20220629, 13:57, La loi de Milo Murphy, Élèves naufragés, Les élèves partent en bateau.
20220629, 14:08, La loi de Milo Murphy, Retour en enfance, Les parents de Milo, Zack et Melissa retombent en enfance à l'école.
