date, time, show, episode, synopsis
20220630, 00:17, Miraculous, Les aventures de Ladybug et Chat Noir, Startrain, Claudie, la maman de Max, attend les résultats d’un test qu’elle a passé pour devenir astronaute, son plus grand rêve ! Le même jour, la classe de Marinette s’apprête à prendre le train – dont Claudie est la conductrice – pour aller passer la journée à Londres. Mais un akuma destiné à l'agent Roger s'échappe dans le train, provoquant la panique à bord. Trop absorbée par Adrien, Marinette n’intervient pas et l’akuma s’envole vers la cabine de pilotage où Claudie, déçue et inquiète de n’avoir toujours pas reçu ses résultats, décide de se laisser akumatiser.
20220630, 00:39, Phinéas et Ferb, La prochaine star, Une émission de télé-réalité fait passer des auditions au centre commercial. Candice veut à tout prix faire partie du spectacle. De leur côté, Phinéas et Ferb ont décidé de devenir des stars de la chanson mais juste le temps d'un tube...
20220630, 00:52, Alex & Co, Épisode 21, Alex essaye de se faire pardonner d'avoir triché pour l'exposé de littérature. Alex voudrait répéter davantage pour The Talent, mais ses amis ne semblent pas aussi investis. Emma veut apprendre à connaître Barto. Sam et Rebecca se rapprochent de plus en plus. Victoria veut se venger du proviseur Ferrari.
20220630, 01:15, Alex & Co, Épisode 22, Linda essaye toujours d'empêcher Emma et Christian d'être ensemble ! Pendant ce temps, Nicole et Alex fêtent leurs six mois... Mais Alex est très préoccupé par la prochaine chanson à présenter à The Talent et en oublie le plus important...
20220630, 01:59, Alex & Co, Épisode 23, Alex veut se réconcilier avec Nicole, après avoir oublié leur rendez-vous d'anniversaire. Sam et Rebecca cachent leur relation. Emma découvre que Christian est amoureux d'elle. Un nouveau direct de l'émission The Talent attend les Alex & Co et Les Lindas.
20220630, 02:00, Sadie Sparks, L'épreuve de Blaine / Mémoires de maman, Sadie et Blaine s'entraînent à jeter des sorts de lévitation dans la forêt quand Zaine, le cousin super cool de Blaine se pointe.Il propose à son jeune cousin Blaine de l'aider à développer ses pouvoirs. / Selina est furieuse. En rentrant à la maison, elle découvre les murs de sa cuisine recouverts d'une mixture orange. Sadie lancera un sort à sa mère pour lui effacer sa mémoire.
20220630, 02:25, Sadie Sparks, Go Gilbert Go / Le vengeur mystérieux, La ville de Harmony accueille bientôt un grand tournoi de basketball, avec plusieurs matchs sur un ou deux jours. Problème : Gilbert qui est habituellement présent pour que les joueurs touchent sa tête en guise de porte-bonheur ne peut pas venir à cause d'une mission que lui ont confiée les Anciens. / Quand Val et les jumelles se moquent de Teepee en cours de sport, Sadie est furieuse et elle veut venger son ami en utilisant la magie. Mais Gilbert le lui interdit. Il raconte sa frustration à un nain de jardin qui s'avère être une créatue maléfique.
20220630, 02:45, Sadie Sparks, Sadie la diva / Les chaussures de Lulu, Lorsque Vincent met au défi Sadie et Blaine de préparer un sort d'amplification complexe, Blaine décide d'avoir recours à une technique déloyale pour prendre l'avantage sur sa rivale. Il lui lance alors un sort de diva qui lui offre un talent musical énorme accompagné d'un caractère ultra capricieux. Comment faire pour retrouver la vraie Sadie? / Les élèves sont réunis dans le gymnase pour participer à un atelier sur le " langage corporel" . Pour aider Lulu, qui a beaucoup de mal à danser, Sadie jète un sort à ses chaussures.
20220630, 03:05, Miraculous, Les aventures de Ladybug et Chat Noir, Rogercop, Lors de la journée des parents au collège, Chloé accuse Marinette de lui avoir volé son nouveau bracelet ! En essayant de ramener l’ordre dans la classe, Roger, le papa policier de Sabrina, se fait renvoyer par le Maire, M. Bourgeois. Furieux et humilié, il est akumatisé par Le Papillon. Devenu Rogercop, un super-vilain qui prétend incarner la loi, il compte se venger du Maire et faire régner une justice tyrannique sur toute la ville. Chat Noir et Ladybug devront prouver que ce sont eux les véritables justiciers de Paris et innocenter Marinette.
20220630, 03:30, Miraculous, Les aventures de Ladybug et Chat Noir, Le Dislocoeur, C’est la Saint-Valentin, et Marinette découvre qu’Adrien a écrit un poème à une jeune fille qu’il voit tous les jours… Et s’il s’agissait d’elle ? Pour le découvrir, elle décide d’écrire une carte à Adrien dans laquelle elle lui déclare sa flamme.Dans son enthousiasme, elle encourage Kim à avouer lui aussi ses sentiments à Chloé. Mais cette dernière se moque de lui et le rejette. Humilié, Kim est akumatisé par Le Papillon et devient l’ange noir Dislocoeur. Armé d’un arc et de roses maléfiques, il veut faire disparaître l’amour et l’amitié du cœur des Parisiens pour les remplacer par la haine
20220630, 03:50, Miraculous, Les aventures de Ladybug et Chat Noir, Le Chevalier Noir, Catastrophe ! En cherchant à ridiculiser Marinette pour l’empêcher d’être élue déléguée de classe, Chloé a mis la main sur son journal intime, dans lequel Marinette raconte tous ses secrets… y compris le fait qu’elle est Ladybug ! Marinette doit absolument le récupérer avant que Chloé ne puisse le lire !Mais avant qu’elle en ait le temps, le professeur d’escrime d’Adrien, battu aux élections municipales, est akumatisé et devient Le Chevalier Noir. Armé de son épée, il transforme les Parisiens en chevaliers pour prendre d’assaut l’Hôtel de Ville et en déloger le Maire Bourgeois.
20220630, 04:15, Miraculous, Les aventures de Ladybug et Chat Noir, Le Mime, Catastrophe ! Marinette a effacé sans le vouloir une vidéo qu’Alya avait faite de Ladybug et où cette dernière la complimentait pour le Ladyblog ! Pensant qu’Alya sera furieuse, Marinette décide de lui cacher la vérité et de se transformer en Ladybug pour tourner à nouveau le film effacé. Mais son plan est compromis lorsqu’un nouveau vilain apparaît.
20220630, 04:35, Miraculous, Les aventures de Ladybug et Chat Noir, Kung Food, Marinette fait la connaissance de Cheng Sifu, son grand-oncle cuisinier, venu de Chine. Marinette ne parlant pas un mot de chinois, Alya lui suggère de faire appel à Adrien pour l’aider en tant qu’interprète. Ensemble, ils accompagnent Cheng Sifu à un concours de cuisine au Grand Paris, le palace du père de Chloé.Mais après une dispute avec Marinette, Chloé sabote le plat de Cheng Sifu. Ce dernier, humilié, est akumatisé en Kung Food.
20220630, 04:55, Miraculous, Les aventures de Ladybug et Chat Noir, Princesse Fragrance, La journée commence mal pour Marinette : non seulement Tikki est très malade, mais à force de repousser le moment de la faire soigner, notre héroïne finit par la perdre par négligence ! Pendant ce temps, Rose, une élève du collège très romantique, est akumatisée par Le Papillon. Devenue Princesse Fragrance et armée de son flacon de parfum, elle sème une pagaille parfumée dans toute la capitale et enlève l’élu de son cœur, un prince en visite à Paris.Chat Noir s’étant fait envoûter par Princesse Fragrance, c’est à Ladybug d’affronter seule la méchante… et Chat Noir !
20220630, 05:20, Miraculous, Les aventures de Ladybug et Chat Noir, Le Gamer, Adrien et Max doivent représenter le collège en binôme lors d’un important tournoi de jeux vidéo. Mais Marinette a une autre idée en tête ! Pour pouvoir passer du temps avec Adrien, elle parvient à prendre la place de Max en le battant au jeu lors d’un défi improvisé. Mais ce qu’elle n’avait pas prévu, c’est qu’Adrien devrait venir chez elle pour s’entraîner ! Aussi troublée qu’excitée, Marinette n’aura cependant pas le temps de profiter de ce rendez-vous improvisé car, entre-temps, Max, déçu et humilié, s’est fait akumatiser.
20220630, 05:40, 101, rue des Dalmatiens, Un été mémorable, Dylan et Dolly doivent intervenir pour sauver les vacances de leur famille en Cornouailles.
20220630, 06:00, Mickey Mouse (Courts-métrages), Mickey à Venise, Mickey, gondolier à Venise, fait la rencontre de Minnie et fait tout ce qu'il peut pour la séduire.
20220630, 06:05, Miraculous, Les aventures de Ladybug et Chat Noir, Desperada, Lors d’une répétition des Kitty Section, Marinette et Luka se rapprochent, devenant de plus en plus complices. Mais quand Adrien et Kagami arrivent ensemble, Marinette, jalouse, oublie vite Luka. Et quand Jagged Stone vient chercher quelqu’un pour remplacer la guitariste qu’il a renvoyée ce matin, Marinette lui suggère Adrien le pianiste, plutôt que Luka… le guitariste !  Arrive alors Desperada, la guitariste de Jagged akumatisée après son renvoi. Avec sa guitare magique, elle transforme les gens en autocollants… et elle en a après Adrien, qu’elle prend pour son remplaçant !
20220630, 06:30, Miraculous, Les aventures de Ladybug et Chat Noir, Chasseuse de kwamis, A cause d’une erreur de Plagg, Mme Mendeleiev découvre l’existence du kwami et de Tikki. Et elle est bien décidée à partager sa découverte avec le monde. Les kwamis n’ayant pas eu le temps d’informer Marinette et Adrien de leur mésaventure, personne ne peut empêcher la professeure de participer à une émission de télévision au cours de laquelle elle a l’intention de partager une vidéo qu’elle a faite des kwamis. Mais l’émission ne se passe pas comme prévu, et Mme Mendeleiev est akumatisée par le Papillon. Devenue Chasseuse de Kwamis, elle veut capturer Tikki et Plagg et tout révéler !
20220630, 06:50, Moi, Elvis Reboldi, Moi, Elvis, et Halloween, Parce que Jennifer a défié Elvis d'arriver à lui faire peur, il l'invite chez lui avec toute sa classe pour une soirée Halloween. Mais très vite quelques élèves se transforment tour à tour en véritables zombies de façon inexpliquée. Résoudront-ils ce mystère ou périront-ils de cette horrible épidémie ? 
20220630, 07:00, Moi, Elvis Reboldi, Moi, Elvis, artiste, Elvis se révèle être un peintre extrêmement talentueux. C'est l'avis d'Emma mais aussi celui de Richter, un marchand d'art qui propose d'exposer ses œuvres dans sa galerie. Mais Emma et Elvis découvrent que Richter, faisant un carton avec son exposition, prétend qu'il est l'auteur de ces chefs-d'œuvres. Comment rétablir la vérité dans ce monde très particuliers des amateurs d'art ? 
20220630, 07:15, Moi, Elvis Reboldi, Moi, Elvis, détective, Le grand concours d'animaux de compagnie d'Icaria est compromis, tous les concurrents à poil disparaissent les uns après les autres. Mais heureusement, Elvis détective mène l'enquête avec ses associés Boris et Emma. Découvriront-ils ce ce qui est arrivé aux concurrents disparus ?
20220630, 07:25, Moi, Elvis Reboldi, Moi, Elvis, l'anarchie à Icaria, La quasi totalité d'Icaria a gagné une grande croisière gratis sur le bateau de Pinkerton, sans Elvis, qui a été collé tout l'été. Mais il y a un bon côté: la ville est devenu un vaste terrain de jeu où tout est permis ! Dans quel état les habitants découvriront-ils la ville à leur retour ? 
20220630, 07:30, Hôtel Transylvanie - La Série, Hôtes hantés, Pour éviter une nouvelle mauvaise critique envers l'hôtel, Mavis ne recule devant rien pour satisfaire les clients. Elle va même jusqu'à louer la maison des Quatre-quarts à des fantômes qui désirent vivre une expérience dans le monde des humains.
20220630, 07:41, Hôtel Transylvanie - La Série, Mèche rebelle, Mavis se réveille avec une mèche rebelle. N'ayant pas le temps de se coiffer, elle coupe l'embêtante touffe de cheveux mais sans respecter le rituel funéraire capillaire des vampires, malgré la mise en garde de Tyffany.
20220630, 07:55, Hotel Transylvanie, Doigt dans le nez, Voulant prouver qu’elle peut assumer plus de responsabilités, Mavis tente de mettre un peu d’ordre dans l’hôtel. Mais voilà qu’un des louveteaux s’échappe et qu’une petite humaine, attirée par des morceaux de gâteau entre dans l’hôtel. Mavis doit absolument retrouver les deux vagabonds avant que Tante Lydia n’apprenne ce qui se passe, mais surtout avant l’arrivée imminente de Gretchen Squib, une célèbre critique touristique impitoyable.
20220630, 08:06, Hotel Transylvanie, Poupée maléfique, En fouillant le grenier, Mavis tombe sur Debbie, sa poupée-zombie d’enfance, qui s’est cachée là lors d’une partie de cache-cache qui dure depuis quatre-vingt-dix ans. Maintenant que Mavis a enfin réussi à la trouver, Debbie ne veut plus la lâcher et désire jouer avec elle pour l’éternité ! Mais la poupée démon ne s’arrête pas là et tente de forcer Wendy, Pedro et Hank à jouer avec elle.
20220630, 08:20, Baymax et les Nouveaux Héros, Big Hero 6 The Series S3 Splits, Hardlight crashes Karmi's autograph session for her new chibi series.
20220630, 08:31, Baymax et les Nouveaux Héros, Big Hero 6 The Series S3 Splits, Trini attacks the city using Krei's new automated vehicles!
20220630, 08:40, Baymax et les Nouveaux Héros, Problème mini-maximal, Alors que Megan révèle à Hiro qu’elle cherche à découvrir les vraies identités des Nouveaux Héros, le mauvais sort semble s’acharner sur Fred.
20220630, 09:05, Phinéas et Ferb, Mademoiselle le Maire, Candice a remporté un concours dont la récompense est de devenir maire de Danville pour une journée.
20220630, 09:16, Phinéas et Ferb, La citronnade, Stacy ne supporte plus que Candice fasse passer son obsession de démasquer ses frères avant leur amitié ... et c’est la rupture!
20220630, 09:30, Phinéas et Ferb, Ca, c’est un labyrinthe!, Phineas et Ferb construisent un labyrinthe géant et organisent une course pour savoir qui en sortira le plus vite.
20220630, 09:41, Phinéas et Ferb, Max Modem, Candice est folle de joie d’apprendre que sa mère a été une pop-star dans les années 80 et de pouvoir l’accompagner à un concert commémoratif...
20220630, 09:55, Phinéas et Ferb, Vacances hawaïennes (1ère partie), Les Flynn-Fletcher arrivent en vacances à Hawaï. Candice est bien décidée à se détendre. Phinéas et Ferb s’efforcent de ramener des Aqua-Primitifs à la vie...
20220630, 10:06, Phinéas et Ferb, Vacances hawaïennes (2ème partie), Phinéas et Ferb poursuivent leur exploration des distractions possibles à Hawaï. De son côté, Candice est convaincue d’avoir trouvé un pendentif porte-bonheur, jusqu’à ce que la malchance s’acharne sur elle...
20220630, 10:20, La loi de Milo Murphy, L'Inspecteur Canin, Des policières trouvant Le Chien dans leur voiture le prennent pour un auxiliaire de police et l'entraînent dans leur enquête à la recherche d'un chien policier qui a été kidnappé.
20220630, 10:31, La loi de Milo Murphy, Le Vaisseau Fantôme, Pendant que Dakota et Doofenshmirtz le cherchent après sa démission, Cavendish a trouvé un vaisseau spatial dans la forêt. Il alerte la presse mais le vaisseau n'apparaît aux yeux de personne à cause de son système d'invisibilité aléatoire.
20220630, 10:45, La loi de Milo Murphy, Une Fête à Tout Casser !, Zack s'est cassé une jambe et a le moral à plat. Pour le réconforter ses amis organisent une fête à tout casser mais ils sont également tous victimes d'un accident.
20220630, 10:56, La loi de Milo Murphy, La sécurité d'abord, Milo et Elliot se retrouvent menottés ensemble.
20220630, 11:05, La loi de Milo Murphy, Cavendish se déchaîne, Cavendish libère par erreur un alien géant.
20220630, 11:16, La loi de Milo Murphy, Premières Rencontres, La première rencontre entre Milo et Melissa et entre Cavendish et Dakota.
20220630, 11:25, Hôtel Transylvanie - La Série, La vie d'outre-tombe des riches et célèbres, Mavis offre un traitement haut de gamme à Frankenstein et Eunice pour leur quatre-vingt-dix-septième anniversaire de mariage. Mais alors qu'un somptueux dîner est prévu, Mavis égare le corps de Frank dont il ne reste plus que la tête.
20220630, 11:36, Hôtel Transylvanie - La Série, Gardien des monstres, Les louveteaux sèment la pagaille et Tante Lydia charge Klaus de s'occuper de ces petites bêtes infernales. Klaus remplit si bien sa tâche que Lydia lui demande de surveiller Mavis et ses amis!
20220630, 11:50, Hôtel Transylvanie - La Série, Bienvenue au parc des humains, Mavis et ses amis aimeraient mourir de peur. Le docteur Gillman leur apprend qu'il a créé une attraction effrayante, mais qui n'est pas tout à fait au point. Nos amis voudront-ils l'essayer ?
20220630, 12:01, Hôtel Transylvanie - La Série, Télé terreur, Mavis et ses amis regarde la soirée spéciale Halloween de Hôtel Pennsylvanie, leur série télé préférée. Pedro ensorcelle accidentellement la télécommande et Mavis se retrouve dans le téléviseur !
20220630, 12:10, Les Green à Big City, Sortie en boîte, Andromeda et Tilly suivent Gloria en boîte de nuit où elles doivent "soigner" son amnésie.
20220630, 12:21, Les Green à Big City, Cricket superstar, Cricket est confondu avec une pop star disparue et profite de la situation pour goûter à la gloire.
20220630, 12:30, Les Green à Big City, Le stage de football, Cricket accompagne Remy faire un stage de football pour qu'il impressionne son père.
20220630, 12:41, Les Green à Big City, Vague de chaleur, Cricket et Remy disputent un match animé de basket lors d'une journée de canicule.
