date, time, show, episode, synopsis
20220630, 12:55, Les Green à Big City, La vérité est ailleurs, Pour éviter une punition, Cricket doit faire croire à son père, pourtant rationnel, que les extraterrestres existent.
20220630, 13:06, Les Green à Big City, Attention au requin, La famille Green passe la journée à la plage et Cricket veut faire une blague aux baigneurs.
20220630, 13:15, Souvenirs de Gravity Falls, Quand Gidéon passe.., Déterminé à ouvrir le coffre-fort de Stan pour voler l’acte de propriété du Mystery Shack, Gidéon invoque Bill Crypto, une créature démoniaque, pour l’aider. Dipper, Mabel et Mousse suivent Bill dans l’esprit de Stan.
20220630, 13:40, Souvenirs de Gravity Falls, Le Mystery Shack trépasse, Avec l’acte de propriété du Mystery Shack entre ses mains, Gidéon annonce qu’il souhaite le remplacer par le parc “Gidéonland”. Il s’intéresse au terrain du Mystery Shack uniquement car il recherche le journal secret.
20220630, 14:00, La loi de Milo Murphy, Amour et glissades, Milo est parti skier. Sara va à son rendez-vous amoureux.
20220630, 14:11, La loi de Milo Murphy, L'île des Dakota perdus, Dakota remonte le temps pour sauver Cavendish.
20220630, 14:25, La loi de Milo Murphy, La Loi de Murphy Hivernale, C'est l'hiver. Milo et Zack sont en route pour l'école. En chemin, la loi de Murphy va faire s'abattre sur eux toutes sortes de problèmes pendant qu'au collège les paris sur leur arrivée vont bon train.
20220630, 14:36, La loi de Milo Murphy, Un Rendez-vous sous Contrôle, Milo et ses amis organisent un rendez-vous entre Scott, le Sousterrien et Madame Murawski, la professeure de sciences.
20220630, 14:40, Miraculous, Les aventures de Ladybug et Chat Noir, La Marionnettiste, Marinette garde une nouvelle fois la petite Manon, pour qui elle a fabriqué des poupées à l’effigie de Ladybug, Chat Noir et quelques célèbres méchants. Mais suite à un malentendu, Manon est injustement accusée d’avoir volé une poupée à Marinette et se fait akumatiser. Devenue La Marionnettiste, elle donne vie aux poupées des méchants et compte bien s’emparer de celles de Ladybug et Chat Noir pour pouvoir les contrôler et donner leurs Miraculous au Papillon.
20220630, 15:10, Miraculous, Les aventures de Ladybug et Chat Noir, Jackady, Venu présenter un numéro d’hypnose lors d’un concours de talents à la télévision, Jacques Grimault se fait humilier par Gabriel Agreste, le père d’Adrien. Akumatisé par Le Papillon, il devient Jackady. Armé de son jeu de cartes, il lui suffit de donner un ordre pour se faire obéir de tous. Et le vilain compte bien se servir de son nouveau don pour se venger de Gabriel, hypnotisant tout Paris sur son passage.Ladybug et Chat Noir doivent absolument intervenir, Chat Noir / Adrien pour protéger son père, et Ladybug / Marinette pour sauver le père d’Adrien et Adrien lui-même.
20220630, 15:30, Droners S1, La Course Bubble-Gum, Les Tikis affrontent les Starfish sur le circuit du Candy Shop. Corto se laisse complexer par le succès médiatique des Starfish et vexe gravement Oro. Sur le circuit un incident technique provoque l’échange d’Oro avec Shiny, le Génie des Starfish. Impossible de les remettre à leur place ! Les Tikis devront donc faire la course avec l’impossible Shiny et Oro avec les Starfish. Mais Oro compte bien se venger des paroles de Corto et lui prouver qu’il peut gagner la course même quand il est dans une autre équipe ! Jusqu’où ira-t-il contre sa propre équipe ?
20220630, 15:50, Hotel Transylvanie, Petite Wendy deviendra grande, Wendy en a assez d’être sous-estimée à cause de sa petite taille et de sa gentillesse naturelle. Mavis s’arrange pour aider son amie à prouver qu’elle est plus qu’une adorable petite blob, mais elle en fait trop et Wendy se met à gonfler jusqu’à devenir monstrueusement gigantesque, tout tant restant aussi mignonne.
20220630, 16:01, Hotel Transylvanie, Mauvaise copie, Mavis, rêvant de pouvoir contempler son physique, fait l’erreur de se regarder dans le sinistre Miroir Noir dans lequel les vampires peuvent se voir. Et voilà que son reflet sort du miroir sous forme de zombie ! Mavis doit tout faire pour renvoyer son affreux double d’où il vient, surtout que son idole, le rocker Jett Black, est descendu à l’hôtel !
20220630, 16:20, La Bande à Picsou, Invasion lunaire ! 2e Partie, Pour sauver la Terre de l’invasion de Lunaris, la famille doit se lier et se battre aux côtés d’un des plus grands ennemis de Picsou.
20220630, 16:40, Luz à Osville, Ailleurs et n'importe quand, Luz cherche désespérément des informations sur Philip Wittebane, le créateur du portail vers le monde des humains. Avec l'aide de Lilih, elle se lance dans un voyage dans le passé.
20220630, 17:10, Amphibia, Le petit Noël de Froggy (Part 1), Anne tente de surprendre sa mère avec un char Thai Go pour le défilé de Noël de la ville tandis que les Plantar s'efforcent de comprendre les vacances. 
20220630, 17:21, Amphibia, Le petit Noël de Froggy (Part 2), Le roi Andrias prépare une surprise mortelle. 
20220630, 17:45, Boy Girl Etc..., Sans queue nu Tête, Quand Boy, Girl et Cheese apprennent que les queues de leurs frères et sœurs animaux leur causent des problèmes au quotidien, ils décident de se mettre dans leur peau en s’équipant de queues mécaniques fabriquées par Mouse. Ils vont vite devoir apprendre à contrôler leurs nouveaux appendices pour ne pas faire de vagues à Queue-Leu-Land, le festival des animaux à queue.
20220630, 17:55, Boy Girl Etc..., Vlog La Galère, Girl relève le défi que lui pose Lila Loiseau : celle qui arrive à obtenir le plus de likes sur son vlog gagne ! Girl embarque toute sa famille dans la course aux likes. Mais elle se laisse piéger par sa soif de popularité virtuelle et se met ses frères et sœurs à dos. Girl devra choisir entre son désir de battre Lila et son amour pour sa famille.
20220630, 18:05, Miraculous : Les aventures de Ladybug & Chat Noir, Psycomédien, Quand Marinette croit découvrir qu’Adrien est fan du célèbre comique Harry Clown, elle s’associe au comédien pour tenter de séduire Adrien en le faisant rire. Mais Marinette n’est pas une humoriste, et c’est un nouvel échec. Quand elle vient chercher le réconfort de Dany, elle ne sait pas que lui aussi vient de vivre un revers, mais professionnel celui-ci. Akumatisé en Psycomédien, il impose aux gens les émotions de son choix. Et iI a bien l’intention de faire passer l’envie de rire à tout le monde… à commencer par Ladybug et Chat Noir !
20220630, 18:25, Miraculous, Les aventures de Ladybug et Chat Noir, Desperada, Lors d’une répétition des Kitty Section, Marinette et Luka se rapprochent, devenant de plus en plus complices. Mais quand Adrien et Kagami arrivent ensemble, Marinette, jalouse, oublie vite Luka. Et quand Jagged Stone vient chercher quelqu’un pour remplacer la guitariste qu’il a renvoyée ce matin, Marinette lui suggère Adrien le pianiste, plutôt que Luka… le guitariste !  Arrive alors Desperada, la guitariste de Jagged akumatisée après son renvoi. Avec sa guitare magique, elle transforme les gens en autocollants… et elle en a après Adrien, qu’elle prend pour son remplaçant !
20220630, 18:45, Ghost Force, Mastaar, Alors que Liv participe à un concert à Central Park avec Mike et Andy, elle est submergée par le trac et s’enfuit de scène… Mais pour combattre Mastaar, un fantôme mégalo qui hypnotise les New-Yorkais avec sa musique, Liv devra surmonter sa peur et dégainer sa guitare ! 
20220630, 18:55, Ghost Force, Arakgum, Les élèves doivent observer des araignées en cours, au grand désarroi de Mike qui en a la phobie… Mais c’est pire quand Prof Pascal réveille Arakgum, un fantôme araignée géant qui capture Andy et couvre New York de toiles en chewing-gum ! Mike surmontera-t-il sa peur ?  
20220630, 19:05, Sydney Au Max , Histoire de garçons, Avec Harry de retour en ville, et avec qui elle veut passer tout son temps, Sydney a du mal à trouver l'équilibre entre ses amis, ses activités et ses devoirs.
20220630, 19:30, Disney Fam Jam, Défis en famille, Disney Fam Jam, Défis en famille, Animé par Ariel Martin et Trevor Tordjman de ZOMBIES 2, des familles de toute l'Amérique se réunissent pour s'affronter dans le tout nouveau spectacle de compétition de danse de Disney Channel, Fam Jam ! Entraînés par le chorégraphe primé Phil Wright, les membres des familles sortiront de leur salon et se mettront sous le feu des projecteurs pour voir s'ils ont les épaules pour être les prochains champions et gagner un prix de 10 000 dollars en espèces.
20220630, 19:57, Jessie, La chambre forte, Suivant les conseils de Jessie, Stuart décide de convaincre Zuri de lui accorder un peu de temps pour qu’ils soient seuls tous les deux. Mais toute la maisonnée s’accorde à les interrompre, c’est pourquoi il décide de l’emmener dans la chambre forte...
20220630, 20:21, Raven, Appelez-moi Vic !, En manque de soutien sans Chelsea, Grand-père Baxter se présente pour aider aux tâches ménagères afin de faciliter la vie de Raven, mais il ne fait que rendre la vie de tout le monde plus difficile.
20220630, 20:45, Camp Kikiwaka, Le festival du Homard, Le Festival du Homard de Kikiwaka arrive et les enfants Ross sont bien décidés à en faire le meilleur des festivals. Malheureusement, tout va de travers et se termine en désastre.
20220630, 21:09, Bia, Episode 18, Alex et Carm‎ín s'accordent à dire qu'il faut garder leur relation secrète. La situation est très tendue dans la maison des Gutierrez à cause du contrat avec la maison de disques. Ana prend une décision importante, elle commence à mettre au point son plan. Mara met également au point un plan de son côté. Pendant le dîner, Pietro apprend des choses intéressantes. Bia et Alex se disputent à propos de la vidéo qu'il a postée. Bia ne veut plus parler à Manuel.
20220630, 21:43, Soy Luna, Episode 9, Luna et Simon s’inscrivent à la compétition interpistes qui se tiendra au Jam and Roller, mais Ambre fait tout pour qu’ils ne puissent pas s'entraîner. Rey rencontre Tino et Carlos, mais ils sont interrompus et Rey doit partir. Jam et Ramiro gagnent le droit d’utiliser la chanson pour la compétition.
20220630, 22:24, Miraculous, Les aventures de Ladybug et Chat Noir, Oblivio, Quand Ladybug et Chat Noir reprennent conscience dans un ascenseur de la Tour Montparnasse, ils se rendent compte qu’ils ont perdu la mémoire. Ils se détransforment et redeviennent Marinette et Adrien l’un devant l’autre.  Impossible pour leurs kwamis de les aider, car ils ont eux aussi tout oublié. Et Plagg, bien décidé à profiter de cette nouvelle liberté, les abandonne sur place ! Alors qu’ils tentent de rassembler les morceaux du puzzle, Marinette et Adrien s’aperçoivent qu’un mystérieux vilain rôde dans la Tour… Nos héros amnésiques parviendront-ils à retrouver la mémoire ?
20220630, 22:46, Miraculous, Les aventures de Ladybug et Chat Noir, Maître Noël, Alors que Marinette garde Noël, le petit frère de Nino, l’enfant découvre sa réserve de cadeaux pour Adrien. Très gênée, Marinette lui fait croire qu’elle est un lutin du Père Noël, et Noël demande à avoir son cadeau tout de suite. Quand Marinette refuse, Noël se fait akumatiser par le Papillon. Devenu Maître Noël et armé d’une boule à neige magique, il envoie des jouets géants semer le chaos dans un Paris enneigé pour retrouver le Père Noël et avoir son cadeau en avance. Ladybug et Chat Noir ne devront pas lui faire de cadeau s’ils veulent arrêter ce jeune super vilain !
20220630, 23:08, Miraculous, Les aventures de Ladybug et Chat Noir, Ikari Gozen, Une grande chasse au trésor est organisée dans Paris. Les duos formés par tirage au sort devront trouver une célébrité cachée : Adrien ! Marinette est surexcitée… jusqu’à ce qu’elle apprenne qu’elle doit faire équipe avec Kagami. Cette dernière a désobéi à sa mère pour pouvoir participer au jeu. De peur qu’Adrien ne se rapproche encore plus de Kagami, Marinette décide de saboter leur partie et révèle accidentellement à la mère de Kagami que sa fille participe au jeu. Furieuse que sa fille lui ait désobéi, elle se fait akumatiser en Ikari Gozen. Armée de son boken, elle veut punir Kagami.
20220630, 23:30, Miraculous, Les aventures de Ladybug et Chat Noir, Timetagger, Un mystérieux super vilain fait son apparition : Timetagger vient du futur et peut créer des portails temporels qui lui permettent de remonter dans le temps. Il affirme être envoyé par le Papillon du futur, sur lequel il a des révélations à faire… Son objectif : s’emparer des Miraculous de nos héros avant qu’ils n’atteignent l’âge adulte et soient trop puissants. Si les héros refusent de coopérer, il n’hésitera pas à les renvoyer loin, très loin dans le passé… Dépassés par ce vilain surpuissant, Ladybug et Chat Noir fuient et tombent sur Bunny, une super héroïne venue du futur pour les aider.
20220630, 23:52, Miraculous, Les aventures de Ladybug et Chat Noir, Trouble fête, Wayem, un fan, propose à Adrien de passer du temps ensemble mais ce dernier lui répond qu’il n’a pas le droit de recevoir de visites. Ce qu’Adrien ignore, c’est que ses amis ont prévu un après-midi entre copains chez les Agreste en l’absence de Gabriel ! De son côté, intriguée par l’absence des garçons, Marinette enquête. Quand elle arrive chez Adrien, l’après-midi entre amis s’est transformé en véritable fête. Wayem arrive et, convaincu qu’Adrien lui a menti, est akumatisé en Trouble-Fête. Capable d’absorber tout ce qu’il touche dans ses poings boules à facettes, il veut se venger d’Adrien.
